filename,category,probability
1e2251a894690ac79324b119-00118727.jpg,non_match,0.75453746
1ebb2e43cfe21c0f92b12cfe-00018569.jpg,side_view,0.7476034
1ebb2e43cfe21c0f92b12cfe-00039557.jpg,side_view,0.8164887
1ebb2e43cfe21c0f92b12cfe-00039647.jpg,closeup,0.9396897
1ebb2e43cfe21c0f92b12cfe-00041770.jpg,closeup,0.9994925
1ebb2e43cfe21c0f92b12cfe-00052400.jpg,closeup,0.9897483
24c0291958fc93351d93ce19-00002167.jpg,side_view,0.9672685
1ebb2e43cfe21c0f92b12cfe-00061025.jpg,non_match,0.81002873
24c0291958fc93351d93ce19-00002350.jpg,closeup,0.98578644
1ebb2e43cfe21c0f92b12cfe-00009210.jpg,closeup,0.9211258
255b60c3140b40de262ec5d9-00011145.jpg,closeup,0.9727227
24c0291958fc93351d93ce19-00002648.jpg,closeup,0.9906336
1ebb2e43cfe21c0f92b12cfe-00006238.jpg,non_match,0.9998148
1ebb2e43cfe21c0f92b12cfe-00070801.jpg,side_view,0.69099647
1ebb2e43cfe21c0f92b12cfe-00030194.jpg,closeup,0.91544193
24c0291958fc93351d93ce19-00001523.jpg,front_view,0.9999769
1ebb2e43cfe21c0f92b12cfe-00068632.jpg,side_view,0.76439965
1ebb2e43cfe21c0f92b12cfe-00038493.jpg,side_gate_view,0.43270582
24c0291958fc93351d93ce19-00000797.jpg,non_match,0.9882714
1ebb2e43cfe21c0f92b12cfe-00050811.jpg,side_view,0.92857015
1ebb2e43cfe21c0f92b12cfe-00063943.jpg,side_view,0.6890885
1ebb2e43cfe21c0f92b12cfe-00080082.jpg,closeup,0.5429122
1ebb2e43cfe21c0f92b12cfe-00009264.jpg,closeup,0.9850316
1e2251a894690ac79324b119-00111358.jpg,side_view,0.98286694
24c0291958fc93351d93ce19-00001802.jpg,side_view,0.8695644
1ebb2e43cfe21c0f92b12cfe-00040696.jpg,side_view,0.64709693
255b60c3140b40de262ec5d9-00010514.jpg,non_match,0.9671805
1ebb2e43cfe21c0f92b12cfe-00069492.jpg,side_view,0.8669932
24c0291958fc93351d93ce19-00002843.jpg,non_match,0.9275562
1ebb2e43cfe21c0f92b12cfe-00066128.jpg,closeup,0.95732236
255b60c3140b40de262ec5d9-00009088.jpg,closeup,0.8926023
1e2251a894690ac79324b119-00130450.jpg,non_match,0.99825066
1ebb2e43cfe21c0f92b12cfe-00074840.jpg,closeup,0.99922276
1ebb2e43cfe21c0f92b12cfe-00069171.jpg,side_view,0.9545832
1ebb2e43cfe21c0f92b12cfe-00018230.jpg,side_view,0.6519437
24c0291958fc93351d93ce19-00002050.jpg,closeup,0.63164616
1ebb2e43cfe21c0f92b12cfe-00034615.jpg,side_view,0.59807664
1ebb2e43cfe21c0f92b12cfe-00036205.jpg,closeup,0.997874
24c0291958fc93351d93ce19-00001000.jpg,closeup,0.5431911
24c0291958fc93351d93ce19-00002224.jpg,side_view,0.99869734
1ebb2e43cfe21c0f92b12cfe-00005940.jpg,non_match,0.6271297
1ebb2e43cfe21c0f92b12cfe-00076580.jpg,side_view,0.70318156
255b60c3140b40de262ec5d9-00003394.jpg,non_match,0.9999037
1ebb2e43cfe21c0f92b12cfe-00015393.jpg,side_view,0.7841337
24c0291958fc93351d93ce19-00000541.jpg,side_view,0.9975176
1ebb2e43cfe21c0f92b12cfe-00037375.jpg,closeup,0.998749
1ebb2e43cfe21c0f92b12cfe-00061579.jpg,side_view,0.77479637
1e2251a894690ac79324b119-00100517.jpg,side_view,0.9477139
255b60c3140b40de262ec5d9-00011306.jpg,side_view,0.85336876
1e2251a894690ac79324b119-00110328.jpg,side_view,0.97941107
1ebb2e43cfe21c0f92b12cfe-00029144.jpg,side_view,0.7949538
1e2251a894690ac79324b119-00134146.jpg,side_view,0.99016625
1ebb2e43cfe21c0f92b12cfe-00045617.jpg,closeup,0.96476007
255b60c3140b40de262ec5d9-00018543.jpg,non_match,0.99929094
1ebb2e43cfe21c0f92b12cfe-00056464.jpg,closeup,0.99715483
1ebb2e43cfe21c0f92b12cfe-00075561.jpg,side_view,0.8180974
1ebb2e43cfe21c0f92b12cfe-00033488.jpg,closeup,0.9985586
1e2251a894690ac79324b119-00147115.jpg,closeup,0.94997424
1ebb2e43cfe21c0f92b12cfe-00000405.jpg,non_match,0.9940153
1ebb2e43cfe21c0f92b12cfe-00052732.jpg,side_view,0.43215752
1ebb2e43cfe21c0f92b12cfe-00078200.jpg,closeup,0.8898147
1ebb2e43cfe21c0f92b12cfe-00022666.jpg,side_view,0.89773893
24c0291958fc93351d93ce19-00001697.jpg,side_view,0.9965919
1ebb2e43cfe21c0f92b12cfe-00007302.jpg,non_match,0.5467871
1ebb2e43cfe21c0f92b12cfe-00022820.jpg,side_view,0.8381218
1ebb2e43cfe21c0f92b12cfe-00027449.jpg,closeup,0.9879291
1ebb2e43cfe21c0f92b12cfe-00031580.jpg,side_view,0.9024754
1ebb2e43cfe21c0f92b12cfe-00005045.jpg,non_match,0.7071378
1ebb2e43cfe21c0f92b12cfe-00043518.jpg,side_view,0.9005976
1ebb2e43cfe21c0f92b12cfe-00028586.jpg,closeup,0.99714214
1ebb2e43cfe21c0f92b12cfe-00079721.jpg,closeup,0.9994511
1ebb2e43cfe21c0f92b12cfe-00022673.jpg,side_view,0.9061275
1ebb2e43cfe21c0f92b12cfe-00018278.jpg,side_view,0.5211457
255b60c3140b40de262ec5d9-00013930.jpg,side_view,0.99776685
1ebb2e43cfe21c0f92b12cfe-00043339.jpg,front_view,0.92753446
255b60c3140b40de262ec5d9-00009991.jpg,closeup,0.9658254
1e2251a894690ac79324b119-00137307.jpg,side_view,0.91072524
1ebb2e43cfe21c0f92b12cfe-00032361.jpg,closeup,0.9967963
1ebb2e43cfe21c0f92b12cfe-00079424.jpg,non_match,0.8808684
1e2251a894690ac79324b119-00138814.jpg,non_match,0.9854086
1ebb2e43cfe21c0f92b12cfe-00019891.jpg,side_view,0.912919
255b60c3140b40de262ec5d9-00002850.jpg,non_match,0.9846256
1ebb2e43cfe21c0f92b12cfe-00005220.jpg,non_match,0.99522626
1ebb2e43cfe21c0f92b12cfe-00056916.jpg,side_gate_view,0.35712022
1e2251a894690ac79324b119-00108843.jpg,side_view,0.9971168
24c0291958fc93351d93ce19-00000986.jpg,closeup,0.99206597
1e2251a894690ac79324b119-00120052.jpg,side_view,0.9904315
1ebb2e43cfe21c0f92b12cfe-00021421.jpg,side_view,0.76342535
1ebb2e43cfe21c0f92b12cfe-00080189.jpg,non_match,0.9885507
1ebb2e43cfe21c0f92b12cfe-00042441.jpg,side_view,0.9376239
1e2251a894690ac79324b119-00128266.jpg,side_view,0.97394353
1ebb2e43cfe21c0f92b12cfe-00047783.jpg,side_view,0.9367762
1e2251a894690ac79324b119-00118459.jpg,closeup,0.9954887
1ebb2e43cfe21c0f92b12cfe-00012046.jpg,side_view,0.70258033
1ebb2e43cfe21c0f92b12cfe-00038612.jpg,side_view,0.9590183
1ebb2e43cfe21c0f92b12cfe-00017501.jpg,side_view,0.99132854
1e2251a894690ac79324b119-00140183.jpg,side_view,0.99815685
255b60c3140b40de262ec5d9-00000369.jpg,closeup,0.69285387
1ebb2e43cfe21c0f92b12cfe-00074293.jpg,closeup,0.99814427
1ebb2e43cfe21c0f92b12cfe-00020491.jpg,side_view,0.6827548
1ebb2e43cfe21c0f92b12cfe-00079696.jpg,non_match,0.9338011
24c0291958fc93351d93ce19-00001265.jpg,side_view,0.9943709
1ebb2e43cfe21c0f92b12cfe-00011302.jpg,side_gate_view,0.5553666
255b60c3140b40de262ec5d9-00017469.jpg,closeup,0.86846
1e2251a894690ac79324b119-00103083.jpg,closeup,0.994827
255b60c3140b40de262ec5d9-00014946.jpg,closeup,0.98212504
1ebb2e43cfe21c0f92b12cfe-00028101.jpg,closeup,0.99852955
1e2251a894690ac79324b119-00119777.jpg,side_view,0.977749
1e2251a894690ac79324b119-00101811.jpg,non_match,0.99794346
1ebb2e43cfe21c0f92b12cfe-00065925.jpg,side_view,0.88560236
1ebb2e43cfe21c0f92b12cfe-00001350.jpg,non_match,0.9999399
1ebb2e43cfe21c0f92b12cfe-00029701.jpg,closeup,0.9980856
1ebb2e43cfe21c0f92b12cfe-00070539.jpg,closeup,0.99124044
1e2251a894690ac79324b119-00142130.jpg,side_view,0.99866796
24c0291958fc93351d93ce19-00002660.jpg,closeup,0.99917454
1ebb2e43cfe21c0f92b12cfe-00002948.jpg,non_match,0.99945885
1ebb2e43cfe21c0f92b12cfe-00060896.jpg,closeup,0.99538285
1ebb2e43cfe21c0f92b12cfe-00051021.jpg,side_view,0.46381396
1ebb2e43cfe21c0f92b12cfe-00027886.jpg,non_match,0.5828347
1ebb2e43cfe21c0f92b12cfe-00022810.jpg,side_view,0.95388794
1ebb2e43cfe21c0f92b12cfe-00053653.jpg,closeup,0.99912184
24c0291958fc93351d93ce19-00000158.jpg,side_view,0.99932015
1ebb2e43cfe21c0f92b12cfe-00017089.jpg,side_view,0.96418977
1e2251a894690ac79324b119-00117093.jpg,side_view,0.99796546
24c0291958fc93351d93ce19-00002020.jpg,closeup,0.78508276
1e2251a894690ac79324b119-00104539.jpg,closeup,0.99940896
1e2251a894690ac79324b119-00114703.jpg,side_view,0.9864608
1ebb2e43cfe21c0f92b12cfe-00020384.jpg,side_view,0.951824
1ebb2e43cfe21c0f92b12cfe-00035467.jpg,closeup,0.9689781
1ebb2e43cfe21c0f92b12cfe-00036289.jpg,closeup,0.99903417
1ebb2e43cfe21c0f92b12cfe-00077679.jpg,side_view,0.5664666
1ebb2e43cfe21c0f92b12cfe-00037517.jpg,closeup,0.97148347
1ebb2e43cfe21c0f92b12cfe-00043084.jpg,non_match,0.9762221
255b60c3140b40de262ec5d9-00019188.jpg,side_view,0.9981529
1e2251a894690ac79324b119-00108460.jpg,side_view,0.984495
24c0291958fc93351d93ce19-00000964.jpg,closeup,0.99845946
1ebb2e43cfe21c0f92b12cfe-00022023.jpg,closeup,0.99759346
255b60c3140b40de262ec5d9-00009820.jpg,side_gate_view,0.986062
1ebb2e43cfe21c0f92b12cfe-00028863.jpg,side_view,0.608268
1ebb2e43cfe21c0f92b12cfe-00042329.jpg,side_view,0.9698677
1ebb2e43cfe21c0f92b12cfe-00039350.jpg,closeup,0.9611372
1ebb2e43cfe21c0f92b12cfe-00021029.jpg,closeup,0.98696506
1ebb2e43cfe21c0f92b12cfe-00075340.jpg,closeup,0.94642746
1e2251a894690ac79324b119-00126328.jpg,side_view,0.96219826
1e2251a894690ac79324b119-00144930.jpg,side_gate_view,0.31696948
24c0291958fc93351d93ce19-00002279.jpg,side_view,0.99931514
255b60c3140b40de262ec5d9-00013927.jpg,side_view,0.99679226
1e2251a894690ac79324b119-00108721.jpg,side_view,0.995765
1ebb2e43cfe21c0f92b12cfe-00003365.jpg,non_match,0.99928814
1ebb2e43cfe21c0f92b12cfe-00078091.jpg,closeup,0.85424936
1ebb2e43cfe21c0f92b12cfe-00070330.jpg,closeup,0.99995375
1e2251a894690ac79324b119-00133886.jpg,side_view,0.99435824
1ebb2e43cfe21c0f92b12cfe-00055743.jpg,closeup,0.9966246
1ebb2e43cfe21c0f92b12cfe-00080830.jpg,non_match,0.9612811
1ebb2e43cfe21c0f92b12cfe-00005986.jpg,non_match,0.9853974
1ebb2e43cfe21c0f92b12cfe-00033333.jpg,side_view,0.4918676
1ebb2e43cfe21c0f92b12cfe-00029084.jpg,non_match,0.80751336
1e2251a894690ac79324b119-00121213.jpg,side_view,0.9984078
1ebb2e43cfe21c0f92b12cfe-00043825.jpg,side_view,0.2715296
1ebb2e43cfe21c0f92b12cfe-00018921.jpg,closeup,0.9940289
1ebb2e43cfe21c0f92b12cfe-00066442.jpg,closeup,0.50888956
24c0291958fc93351d93ce19-00000390.jpg,closeup,0.9993705
1ebb2e43cfe21c0f92b12cfe-00062529.jpg,side_view,0.9365384
255b60c3140b40de262ec5d9-00003883.jpg,non_match,0.51742995
1e2251a894690ac79324b119-00111969.jpg,side_view,0.98895454
1ebb2e43cfe21c0f92b12cfe-00070171.jpg,side_view,0.88806576
1ebb2e43cfe21c0f92b12cfe-00008026.jpg,non_match,0.9892784
1e2251a894690ac79324b119-00128856.jpg,closeup,0.97228056
1ebb2e43cfe21c0f92b12cfe-00026436.jpg,closeup,0.99932015
1ebb2e43cfe21c0f92b12cfe-00045056.jpg,closeup,0.9869669
1e2251a894690ac79324b119-00105890.jpg,side_view,0.94092387
1ebb2e43cfe21c0f92b12cfe-00038425.jpg,side_view,0.75178576
1ebb2e43cfe21c0f92b12cfe-00011325.jpg,side_gate_view,0.36354557
1e2251a894690ac79324b119-00138131.jpg,non_match,0.99991286
1ebb2e43cfe21c0f92b12cfe-00067217.jpg,closeup,0.9877175
1ebb2e43cfe21c0f92b12cfe-00066889.jpg,side_view,0.8977442
1ebb2e43cfe21c0f92b12cfe-00073316.jpg,side_view,0.6196323
1e2251a894690ac79324b119-00124788.jpg,side_view,0.99941933
1ebb2e43cfe21c0f92b12cfe-00023737.jpg,side_view,0.8851413
1ebb2e43cfe21c0f92b12cfe-00070679.jpg,side_view,0.9371922
1ebb2e43cfe21c0f92b12cfe-00042241.jpg,aerial_view,0.45179972
1ebb2e43cfe21c0f92b12cfe-00043416.jpg,side_view,0.8828807
1ebb2e43cfe21c0f92b12cfe-00016063.jpg,closeup,0.77079916
1e2251a894690ac79324b119-00109850.jpg,side_view,0.99796945
1ebb2e43cfe21c0f92b12cfe-00009081.jpg,closeup,0.7600774
1ebb2e43cfe21c0f92b12cfe-00026148.jpg,side_view,0.9126298
1ebb2e43cfe21c0f92b12cfe-00060502.jpg,side_view,0.8826187
1e2251a894690ac79324b119-00111646.jpg,side_view,0.99173486
1ebb2e43cfe21c0f92b12cfe-00001268.jpg,non_match,0.9999945
1ebb2e43cfe21c0f92b12cfe-00077136.jpg,side_view,0.583105
1ebb2e43cfe21c0f92b12cfe-00054497.jpg,closeup,0.9995894
1ebb2e43cfe21c0f92b12cfe-00030472.jpg,closeup,0.9989544
1ebb2e43cfe21c0f92b12cfe-00053800.jpg,closeup,0.88038373
1e2251a894690ac79324b119-00141832.jpg,closeup,0.96148044
1e2251a894690ac79324b119-00107887.jpg,closeup,0.9254996
1ebb2e43cfe21c0f92b12cfe-00045240.jpg,closeup,0.9985328
1e2251a894690ac79324b119-00108689.jpg,side_view,0.9996301
1ebb2e43cfe21c0f92b12cfe-00047993.jpg,closeup,0.9990337
1ebb2e43cfe21c0f92b12cfe-00035853.jpg,side_view,0.7642054
1ebb2e43cfe21c0f92b12cfe-00040985.jpg,side_view,0.8679779
1ebb2e43cfe21c0f92b12cfe-00036465.jpg,side_view,0.85953766
24c0291958fc93351d93ce19-00001793.jpg,side_view,0.90652186
24c0291958fc93351d93ce19-00000612.jpg,side_view,0.993889
1ebb2e43cfe21c0f92b12cfe-00072695.jpg,closeup,0.9998859
1ebb2e43cfe21c0f92b12cfe-00048997.jpg,closeup,0.9999404
1ebb2e43cfe21c0f92b12cfe-00036481.jpg,side_view,0.821746
395c248354378c49d2bd9229-00008494.jpg,side_view,0.9956131
290d949f97ff2fda835b04c2-00144442.jpg,side_view,0.9992544
255b60c3140b40de262ec5d9-00086006.jpg,side_view,0.99793327
255b60c3140b40de262ec5d9-00047929.jpg,side_view,0.9674901
290d949f97ff2fda835b04c2-00018444.jpg,front_view,0.71408755
255b60c3140b40de262ec5d9-00085508.jpg,closeup,0.94610137
290d949f97ff2fda835b04c2-00092095.jpg,side_view,0.9976876
290d949f97ff2fda835b04c2-00089814.jpg,closeup,0.99912757
255b60c3140b40de262ec5d9-00133626.jpg,side_view,0.9981534
395c248354378c49d2bd9229-00006072.jpg,closeup,0.9823919
255b60c3140b40de262ec5d9-00076464.jpg,closeup,0.97410226
290d949f97ff2fda835b04c2-00033691.jpg,closeup,0.9993986
255b60c3140b40de262ec5d9-00142772.jpg,side_view,0.9990031
395c248354378c49d2bd9229-00011628.jpg,aerial_view,0.9926561
255b60c3140b40de262ec5d9-00136143.jpg,side_view,0.99545974
290d949f97ff2fda835b04c2-00024209.jpg,closeup,0.52433366
290d949f97ff2fda835b04c2-00036512.jpg,non_match,0.98535293
395c248354378c49d2bd9229-00006033.jpg,side_view,0.99966884
255b60c3140b40de262ec5d9-00071264.jpg,side_view,0.98109746
255b60c3140b40de262ec5d9-00126106.jpg,side_view,0.9986682
255b60c3140b40de262ec5d9-00058472.jpg,side_view,0.9988513
290d949f97ff2fda835b04c2-00065687.jpg,side_view,0.9988029
255b60c3140b40de262ec5d9-00108969.jpg,side_view,0.9971041
255b60c3140b40de262ec5d9-00132277.jpg,side_view,0.8582106
290d949f97ff2fda835b04c2-00003348.jpg,side_view,0.99608165
290d949f97ff2fda835b04c2-00066158.jpg,closeup,0.9925655
290d949f97ff2fda835b04c2-00076220.jpg,closeup,0.53176844
255b60c3140b40de262ec5d9-00153630.jpg,closeup,0.7727045
255b60c3140b40de262ec5d9-00121332.jpg,closeup,0.71175647
255b60c3140b40de262ec5d9-00137492.jpg,side_view,0.99741024
290d949f97ff2fda835b04c2-00047174.jpg,closeup,0.9992107
290d949f97ff2fda835b04c2-00110431.jpg,non_match,0.99979335
2c6d09737257ae8e5bdf19a4-00002721.jpg,non_match,0.9979802
255b60c3140b40de262ec5d9-00097232.jpg,side_view,0.9984503
290d949f97ff2fda835b04c2-00039007.jpg,side_view,0.99774975
255b60c3140b40de262ec5d9-00064015.jpg,closeup,0.9719909
290d949f97ff2fda835b04c2-00049783.jpg,side_view,0.99310017
255b60c3140b40de262ec5d9-00064936.jpg,side_view,0.99526346
290d949f97ff2fda835b04c2-00008392.jpg,side_view,0.99965954
290d949f97ff2fda835b04c2-00064783.jpg,side_view,0.995331
3f133faa4e08c89cc321c04c-00000078.jpg,non_match,0.9853828
290d949f97ff2fda835b04c2-00000356.jpg,non_match,0.9715678
290d949f97ff2fda835b04c2-00042365.jpg,side_view,0.9928797
290d949f97ff2fda835b04c2-00043164.jpg,side_view,0.9992285
255b60c3140b40de262ec5d9-00125463.jpg,side_view,0.99626344
2c6d09737257ae8e5bdf19a4-00000798.jpg,closeup,0.94198775
290d949f97ff2fda835b04c2-00116606.jpg,side_view,0.9971731
3f133faa4e08c89cc321c04c-00002211.jpg,side_view,0.99123114
290d949f97ff2fda835b04c2-00034997.jpg,side_view,0.98988616
255b60c3140b40de262ec5d9-00054480.jpg,side_view,0.9997212
290d949f97ff2fda835b04c2-00109897.jpg,closeup,0.9954204
255b60c3140b40de262ec5d9-00078014.jpg,side_view,0.9960641
290d949f97ff2fda835b04c2-00030875.jpg,side_view,0.98457474
255b60c3140b40de262ec5d9-00099404.jpg,side_view,0.99820375
2c6d09737257ae8e5bdf19a4-00000612.jpg,side_view,0.9719106
290d949f97ff2fda835b04c2-00071832.jpg,side_view,0.9995104
290d949f97ff2fda835b04c2-00144015.jpg,side_view,0.9985233
255b60c3140b40de262ec5d9-00132679.jpg,side_view,0.99530506
255b60c3140b40de262ec5d9-00110193.jpg,side_view,0.997591
255b60c3140b40de262ec5d9-00126210.jpg,side_view,0.9998286
290d949f97ff2fda835b04c2-00103744.jpg,side_view,0.99232423
395c248354378c49d2bd9229-00008997.jpg,closeup,0.9476791
255b60c3140b40de262ec5d9-00139676.jpg,side_view,0.99444085
290d949f97ff2fda835b04c2-00030704.jpg,closeup,0.7565022
255b60c3140b40de262ec5d9-00095256.jpg,side_view,0.98969394
290d949f97ff2fda835b04c2-00057914.jpg,closeup,0.6028163
255b60c3140b40de262ec5d9-00082680.jpg,side_view,0.99958295
255b60c3140b40de262ec5d9-00040678.jpg,side_view,0.9993319
290d949f97ff2fda835b04c2-00135284.jpg,closeup,0.993838
3f133faa4e08c89cc321c04c-00000015.jpg,non_match,0.9877082
290d949f97ff2fda835b04c2-00037958.jpg,closeup,0.9931678
3f133faa4e08c89cc321c04c-00000513.jpg,closeup,0.99819344
